title,name,likes,tags,commentsCount,comments,makes,remixes,apps,date,url,id,img
"Team Chaotix Mega Figure: Vector, Espio, and Charmy Amiibo Figure's",DapperIndividual,7,"['amiibo', 'nintendo', 'nintendo switch', 'Sega', 'Sega Genesis', 'Smash Bros', 'smash ultimate', 'sonic', 'Sonic the Hedgehog', 'SSBU', 'Super Smash Bros', 'Team Chaotix', 'vector']",0,[],0,0,4,"by DapperIndividual January 24, 2023",https://www.thingiverse.com/thing:5809919,5809919,https://cdn.thingiverse.com/assets/6f/5a/54/37/41/card_preview_77a36acb-59ca-4c70-811c-fbab9866ee33.png
Neytiri from Avatar with supports,Sotillo,7,['avatar'],0,[],0,0,6,"by Sotillo February 07, 2023",https://www.thingiverse.com/thing:5839762,5839762,https://cdn.thingiverse.com/assets/ca/80/37/45/15/card_preview_5013a8a7-100c-4b11-af98-5d9f51820c15.png
zilent knight,DaltonFam08,7,"['blaster', 'gun', 'knight', 'Mag', 'nerf', 'Nerf Blaster', 'silent', 'toy', 'Toy blaster', 'zilent', 'zinc', 'zinc 20']",0,[],0,0,4,"by DaltonFam08 January 25, 2023",https://www.thingiverse.com/thing:5812679,5812679,https://cdn.thingiverse.com/assets/d6/03/34/45/04/card_preview_704ca6ed-0cab-4d70-88f1-d60cf7d8ca8d.png
Sickle and Hammer a Communist keyring,FranceSal,7,[],0,[],0,0,6,"by FranceSal February 12, 2023",https://www.thingiverse.com/thing:5850607,5850607,https://cdn.thingiverse.com/assets/0c/a9/8c/99/99/card_preview_0aaf04a0-dcab-475d-b8ad-a126db6b58b6.jpeg
2.2 Beadlock RC crawler wheels 1/10 scale,Splund,7,[],0,[],0,0,6,"by Splund February 05, 2023",https://www.thingiverse.com/thing:5835924,5835924,https://cdn.thingiverse.com/assets/8f/d9/06/f2/98/card_preview_e858ec4a-9bd9-471a-8b9a-3b2f4a0b7cc0.jpg
Catan Ship / Boat,MoDesignEngineering,7,"['boat', 'catan seafarers', 'seafarers', 'SettlersOfCatan', 'Settlers of Catan', 'Settler of catan', 'ship', 'toy']",0,[],0,0,6,"by MoDesignEngineering January 28, 2023",https://www.thingiverse.com/thing:5818054,5818054,https://cdn.thingiverse.com/assets/c4/82/fe/7d/a7/card_preview_6fbfcfb3-70ae-49b0-a52d-22aa9b4d1185.jpeg
Viking ornament,DanHenriksen,7,"['norse', 'norsemythology', 'Viking']",0,[],0,0,2,"by DanHenriksen February 10, 2023",https://www.thingiverse.com/thing:5847216,5847216,https://cdn.thingiverse.com/assets/49/c4/98/60/4f/card_preview_c5b962cb-082e-4b5f-9f07-d5b4e16ba8a9.png
BOTTERILLS FEP NAIL THANG,Mystereon,7,"['Brita', 'container', 'flask']",0,[],1,0,6,"by Mystereon January 23, 2023",https://www.thingiverse.com/thing:5808054,5808054,https://cdn.thingiverse.com/assets/2a/c0/75/f0/fe/card_preview_471d27a9-aeb6-4233-9c89-8d934d7d08a2.png
Official Commandriods Weapon and Accessory MEGA-PACK,firetox,7,"['transformers', 'TransformersEarthrise', 'Transformers kingdom', 'Transformers Siege', 'Transformers toy']",0,[],0,0,3,"by firetox January 28, 2023",https://www.thingiverse.com/thing:5818177,5818177,https://cdn.thingiverse.com/assets/1c/5b/53/10/5a/card_preview_18604ab8-1682-4a24-9975-6660da2f9a71.png
Laptop stand - 100mm VESA mount or freestanding,Delphic,7,"['laptop stand', 'vesa', 'VESA 100', 'vesa mount']",0,[],0,0,4,"by Delphic January 29, 2023",https://www.thingiverse.com/thing:5820528,5820528,https://cdn.thingiverse.com/assets/f0/b6/d9/d0/67/card_preview_b2dd94cf-7349-4411-848e-f2ece93032bd.JPG
Falconer Battlemech,UnrestedGuy,7,"['battletech', 'miniature', 'wargaming']",0,[],0,0,4,"by UnrestedGuy January 22, 2023",https://www.thingiverse.com/thing:5806067,5806067,https://cdn.thingiverse.com/assets/d1/f3/06/08/76/card_preview_b2a46a84-7d1f-41f1-a7ce-2c5b98898b80.png
T-Track Mobile Radio Mount,mrmikee69,7,"['Ham Radio', 'holder', 'mount', 'T-Track']",0,[],0,0,6,"by mrmikee69 January 24, 2023",https://www.thingiverse.com/thing:5810554,5810554,https://cdn.thingiverse.com/assets/05/a3/fe/67/0d/card_preview_04785247-aba1-4184-aca8-a2362e7b703a.jpg
Elf female ranger,dhobbs1968,7,"['Elf', 'elf female', 'elf ranger', 'female', 'ranger']",0,[],0,0,6,"by dhobbs1968 January 29, 2023",https://www.thingiverse.com/thing:5820146,5820146,https://cdn.thingiverse.com/assets/97/30/24/14/f7/card_preview_0f5e4bb0-5753-47b7-9931-74c427a32a10.png
Winkel Einfach,MK998,7,[],0,[],0,0,4,"by MK998 January 29, 2023",https://www.thingiverse.com/thing:5820922,5820922,https://cdn.thingiverse.com/assets/26/2d/cf/fc/3e/card_preview_c0cb60ec-e754-49b5-9262-c2151959b52f.png
FlyingBear GHOST 6 Tool Holder,Memidov,7,"['Fliying Bear ghost 5', 'flyingbear', 'ghost', 'ghost 6', 'ghost6', 'organizer', 'tool holder']",0,[],0,0,6,"by Memidov February 12, 2023",https://www.thingiverse.com/thing:5850189,5850189,https://cdn.thingiverse.com/assets/dc/7e/e2/dd/b5/card_preview_bf817714-da3c-4bf6-a8e9-2f57e80cc742.JPG
C-130 Hercules RC 2m RunCam Split 3 Nano in ext tank by Vojtas,Vojtas47,7,"['c-130', 'camera', 'camera mount', 'container', 'drone', 'fpv', 'holder', 'no supports', 'RC plane', 'runcam', 'Runcam Split', 'split', 'supportless']",0,[],0,0,6,"by Vojtas47 January 22, 2023",https://www.thingiverse.com/thing:5805891,5805891,https://cdn.thingiverse.com/assets/bc/cb/2a/25/24/card_preview_c25a6c8c-a7f0-4165-bb60-5ecf59eebc74.jpg
goblin shaman - dnd,jimjimjimmyjim,7,['dnd'],0,[],0,0,6,"by jimjimjimmyjim February 12, 2023",https://www.thingiverse.com/thing:5850223,5850223,https://cdn.thingiverse.com/assets/94/c0/7b/7f/6d/card_preview_4eaf1e55-8f5a-4cdd-9769-ef2f78c7db93.png
Travel Battleship Game,HenkK,7,"['fun', 'game', 'portable', 'toy', 'travel']",0,[],0,1,4,"by HenkK January 31, 2023",https://www.thingiverse.com/thing:5824198,5824198,https://cdn.thingiverse.com/assets/b3/67/dc/ae/ca/card_preview_5e675695-946b-471a-b3d2-65db35e2e658.jpeg
Nerf Rival Pilot Swappable Inline Clip Mod,RedCowl,7,"['nerf', 'nerfrival']",0,[],0,0,4,"by RedCowl February 14, 2023",https://www.thingiverse.com/thing:5853570,5853570,https://cdn.thingiverse.com/assets/de/2f/7e/65/0a/card_preview_5c2a7c9b-038f-4a5a-83c6-b4f6b227d280.jpg
28 mm scale lizard axeman for tabletop,VisualGlitch,7,"['28mm', '28mmscale', 'dnd miniature', 'miniature', 'miniatures', 'miniature 28mm', 'tabletop', 'tabletop gaming']",0,[],0,0,6,"by VisualGlitch January 31, 2023",https://www.thingiverse.com/thing:5825291,5825291,https://cdn.thingiverse.com/assets/dc/b2/71/29/92/card_preview_4409ea84-60c2-4bd9-83fe-1e25f83bc1a9.png
Ledger Nano S Rugged Storage Box,racigenc,7,"['bitcoin', 'box', 'ledger', 'ledger nano', 'ledger nano s', 'nano', 'rugged', 'storage']",0,[],0,0,6,"by racigenc February 14, 2023",https://www.thingiverse.com/thing:5852593,5852593,https://cdn.thingiverse.com/assets/32/6e/6b/44/19/card_preview_d44bb64c-0fcc-4902-9dcb-9ae8b3c7a12b.png
BID Bit Bar,JarlVeni,7,"['EDC', 'screwdriver']",0,[],0,0,6,"by JarlVeni January 29, 2023",https://www.thingiverse.com/thing:5820772,5820772,https://cdn.thingiverse.com/assets/88/bd/0c/a7/8a/card_preview_353e5b33-aeca-4f98-9c56-6053148c2036.jpeg
Stairs With Railing,speedprotege03,7,"['home', 'railing', 'stairs']",0,[],0,0,6,"by speedprotege03 February 08, 2023",https://www.thingiverse.com/thing:5842091,5842091,https://cdn.thingiverse.com/assets/96/8c/bb/fc/02/card_preview_deee3d3c-d5e5-4d22-b94a-00b8e21c5bc1.jpg
Wind Up Car,TylerMakesGames,7,"['model', '3D printing', 'automation', 'car', 'diy', 'engineering', 'gadget', 'mechanical', 'miniature', 'robotics', 'toy', 'Wind-Up']",0,[],0,0,6,"by TylerMakesGames February 09, 2023",https://www.thingiverse.com/thing:5843608,5843608,https://cdn.thingiverse.com/assets/5b/dc/e6/c4/90/card_preview_5a1721de-b4b8-4a38-a8b1-107f21b1adb2.png
Samsung remote TV holder for on the wall or similar,Satellietje,7,"['control', 'holder', 'remote', 'Samsung']",0,[],0,0,3,"by Satellietje February 01, 2023",https://www.thingiverse.com/thing:5826725,5826725,https://cdn.thingiverse.com/assets/53/4d/a3/04/51/card_preview_e7d0c24c-96aa-4569-bc0d-c7e775610d00.jpg
Snapmaker J1 higher mounting lid,benny911,7,"['lid', 'mount', 'snapmaker', 'Snapmaker J1']",5,"[['It would be better if there was a place to install the magnet at the corner. Thanks!', 'There is a recess in the corner part in which a magnet or a metal disc can be glued.'], ['Hi Benny911 - I am printing this project now. Thank you for your hard work. One question: The flat round things on the end of the front/back pieces, is this meant to removed or kept?Thanks', 'Thank you! They are just brims and ment to be removed.'], ['Thanks! Great work!']]",1,1,6,"by benny911 January 28, 2023",https://www.thingiverse.com/thing:5817452,5817452,https://cdn.thingiverse.com/assets/9a/6f/d7/64/05/card_preview_f82a635c-f053-4e19-9fb8-fc5f325ec36b.jpg
Lugia Pokemon,Blackthorn90,7,"['Lugia', 'pokemon']",0,[],0,0,6,"by Blackthorn90 January 29, 2023",https://www.thingiverse.com/thing:5821130,5821130,https://cdn.thingiverse.com/assets/f8/78/7b/e4/e9/card_preview_84f5b922-4290-4da3-bed8-29ed67d3058d.png
Binoculars for Planetary Explorer,petesactionfigures,7,"['accessory', 'Action Figure', 'binoculars', 'luke skywalker', 'star wars', 'tatooine']",0,[],0,0,6,"by petesactionfigures January 24, 2023",https://www.thingiverse.com/thing:5809088,5809088,https://cdn.thingiverse.com/assets/25/5d/7b/1d/c6/card_preview_04e76ff6-ea52-4a6a-ab89-12b407dccfd0.png
8cm Plant Pot,cameraguy83,7,"['flower', 'flowerpot', 'flowers', 'flower pot', 'plant', 'planter', 'planters', 'planters pot', 'plants', 'plant pot', 'pot']",0,[],0,0,6,"by cameraguy83 February 09, 2023",https://www.thingiverse.com/thing:5843670,5843670,https://cdn.thingiverse.com/assets/0e/a2/c0/1b/e9/card_preview_7c59223d-5571-4387-8fe2-8e207506ede6.png
Realistic wooden table,Dreamtime24,7,"['furniture', 'Model Furniture', 'table']",0,[],0,0,4,"by Dreamtime24 January 23, 2023",https://www.thingiverse.com/thing:5807470,5807470,https://cdn.thingiverse.com/assets/87/b2/83/be/28/card_preview_47a532a9-2307-4a06-8d25-b7253014e914.jpg
HasLab Proton Pack Battery Cover,MarcusB27,7,"['ghostbusters', 'Haslab Proton pack']",0,[],0,0,6,"by MarcusB27 February 02, 2023",https://www.thingiverse.com/thing:5828439,5828439,https://cdn.thingiverse.com/assets/44/6a/ec/cd/14/card_preview_ba93ab12-cfda-4feb-9f36-366f33e062c3.png
Bowcaster (lego),Atii757,7,"['blaster', 'gun', 'LEGO', 'lego compatible', 'starwars', 'star wars', 'wookiee']",0,[],0,0,4,"by Atii757 February 17, 2023",https://www.thingiverse.com/thing:5859906,5859906,https://cdn.thingiverse.com/assets/3a/ee/ab/d2/5a/card_preview_9789447e-55f6-4d7e-8c9f-0d593226fc6f.jpg
E-11 (lego),Atii757,7,"['blaster', 'Galactic Empire', 'LEGO', 'starwars', 'star wars', 'star wars blaster', 'Stormtrooper']",0,[],0,0,4,"by Atii757 February 11, 2023",https://www.thingiverse.com/thing:5848147,5848147,https://cdn.thingiverse.com/assets/8f/da/48/dc/ed/card_preview_d4ebf2e4-362a-46b6-abfb-11eef5c8ffc0.jpg
Air-plant Bowl (Hanging Basket),bedadevelopment,7,"['airplant', 'airplant bowl', 'airplant pot', 'AirPlants', 'airplant holder', 'bowl', 'hanging planter hook', 'Hanging Planter', 'plant pot']",0,[],0,0,6,"by bedadevelopment February 01, 2023",https://www.thingiverse.com/thing:5826657,5826657,https://cdn.thingiverse.com/assets/74/9e/ef/4b/14/card_preview_74bc71d0-5c46-4b5e-b59a-128bfc0a984a.png
Egg tray for Koenic fridge,rkwifi,7,"['egg', 'fridge', 'tray']",0,[],0,0,4,"by rkwifi February 09, 2023",https://www.thingiverse.com/thing:5844814,5844814,https://cdn.thingiverse.com/assets/f2/03/cb/30/a5/card_preview_5baa02a9-7e02-4a72-aab6-e627edf30127.jpg
Baby Yodacorn,ichiccho,7,[],1,"[[""Even More Uncreative, Unoriginal and Pandering To Female's Complete Lack Of Adult Taste. WOMEN WILL BUY BILLIONS! LOL!""]]",0,0,6,"by ichiccho February 07, 2023",https://www.thingiverse.com/thing:5839687,5839687,https://cdn.thingiverse.com/assets/dd/41/7f/77/b9/card_preview_1dfbc6e2-fdd5-4fb8-88e1-97cffe9dc97f.png
Chiefs Lombardi Trophy,duchess14,7,"['chiefs', 'LIV', 'lombardi', 'lombardi trophy', 'LVII', 'super bowl']",4,"[[""Great reproduction work! Bring it to the rally tomorrow.Where'd you get the Chiefs clock? is it 3D printed?"", 'I printed it and just uploaded the design. Not the greatest margin for error when changing color at layer height.Thanks.', 'Thanks.'], ['Nice update to the file. Sorry I saw your comment earlier.']]",0,0,6,"by duchess14 February 13, 2023",https://www.thingiverse.com/thing:5853174,5853174,https://cdn.thingiverse.com/assets/67/3e/a1/af/97/card_preview_e16cf5eb-a2f7-4021-b0f3-e59c932db5c0.jpeg
30 Degree M-LOK Angle Grip,eddintergral,7,"['airsoft', 'angle', 'firearms', 'grip', 'mlok', 'paintball']",0,[],0,0,6,"by eddintergral January 27, 2023",https://www.thingiverse.com/thing:5816164,5816164,https://cdn.thingiverse.com/assets/49/fa/a5/2d/06/card_preview_727e07f3-1961-4338-92cc-5d47ab8b2b40.png
30 Degree Picatinny Angle Grip 2,eddintergral,7,"['airsoft', 'angle', 'firearm', 'grip', 'paintball', 'picatinny']",0,[],1,1,6,"by eddintergral January 26, 2023",https://www.thingiverse.com/thing:5814591,5814591,https://cdn.thingiverse.com/assets/fb/83/58/3e/7d/card_preview_86933dd3-dbcf-4e1b-8aa3-79a8cd852835.png
Angular tactical grip,Leeeni1n,7,"['airsoft', 'airsoft accesories', 'grip', 'military', 'Russian Military', 'tactical', 'tactics']",0,[],0,0,6,"by Leeeni1n January 30, 2023",https://www.thingiverse.com/thing:5822206,5822206,https://cdn.thingiverse.com/assets/ee/b0/16/be/0e/card_preview_6ca199a4-1734-46fb-8297-6426b0812bdb.png
"Devil fruit gasha no mi (not complete),",mcgerald204,7,"['anime', 'Devil', 'fruit', 'onepiece', 'toy']",0,[],0,0,2,"by mcgerald204 January 26, 2023",https://www.thingiverse.com/thing:5814624,5814624,https://cdn.thingiverse.com/assets/e7/9a/ad/e1/b2/card_preview_5d7427d1-9644-4c9b-a52d-29c80926359c.jpg
1x1 Rubik's Cube,JWQuesne,7,['Rubiks Cube'],2,"[[""bum, my IQ is only 199, I'd still need to peel the stickers off and rearrange them to get it right.... :(""], [""Finally, a Rubik's Cube I can solve!""]]",0,0,5,"by JWQuesne January 26, 2023",https://www.thingiverse.com/thing:5813361,5813361,https://cdn.thingiverse.com/assets/81/22/d9/ca/bc/card_preview_96ce7b5a-c8e6-4631-9646-1ddc3ea79f9b.png
Heizkörper Lüfter Radiator Fan,bjoerns1983,7,"['80mm fan', '80mm fan mount', '80mm luefter', 'fan', 'Heizkoerper', 'Heizung', 'luefter', 'radiator']",0,[],0,0,4,"by bjoerns1983 February 16, 2023",https://www.thingiverse.com/thing:5858459,5858459,https://cdn.thingiverse.com/assets/a8/47/51/d9/3f/card_preview_2c9a1dfa-fb94-4160-acd8-672d29958408.JPG
My mini coffeepot set,Dreamtime24,7,"['coffee cup', 'Coffee Mug', 'relaxing', 'tabletop']",0,[],0,0,4,"by Dreamtime24 January 28, 2023",https://www.thingiverse.com/thing:5817396,5817396,https://cdn.thingiverse.com/assets/59/b1/6d/42/ca/card_preview_be5fe3d0-c8cf-4d1c-9f0d-7fd072d60da4.jpg
Hork-Bajir,TorriganSavage,7,"['alien', 'aliens', 'animorphs', 'hork-bajir', 'zbrush']",0,[],0,0,2,"by TorriganSavage February 08, 2023",https://www.thingiverse.com/thing:5841960,5841960,https://cdn.thingiverse.com/assets/1f/e2/e4/fd/bb/card_preview_160d44fc-8723-44f1-b059-8ab0108132b0.PNG
N Scale A-Frame Wooden Cabin,Disco_Archimedes,7,[],0,[],0,0,4,"by Disco_Archimedes February 04, 2023",https://www.thingiverse.com/thing:5833765,5833765,https://cdn.thingiverse.com/assets/4a/03/e3/46/7a/card_preview_c58f508d-67db-4a66-9315-59f646528f30.PNG
"Key for outside watertap 8.5x8.5 mm (1/3""x1/3"" inch)/ 室外水龍頭鑰匙 / बाहरी वॉटरटैप के लिए कुंजी",GeertL,7,[],0,[],0,0,4,"by GeertL February 06, 2023",https://www.thingiverse.com/thing:5837757,5837757,https://cdn.thingiverse.com/assets/ed/6c/67/f0/a8/card_preview_ac5d91f3-43f5-4153-8fdc-ac1f265944fb.JPG
Phone Wireless Charger Stand,FBR3D,7,[],0,[],0,0,6,"by FBR3D February 01, 2023",https://www.thingiverse.com/thing:5827026,5827026,https://cdn.thingiverse.com/assets/5f/8c/99/7c/4a/card_preview_2cede3bf-5507-4237-9856-de4ac0d24c3b.png
Pokémon logo,Issac_Quick,7,"['logo', 'pokemon']",0,[],0,0,6,"by Issac_Quick January 26, 2023",https://www.thingiverse.com/thing:5814757,5814757,https://cdn.thingiverse.com/assets/73/db/4c/1e/35/card_preview_ace0ea1f-c2ac-41f5-84e5-244b1b144ded.png
.380 ACP,heamou8801,7,"['bullet', 'gun', 'prop']",0,[],0,0,6,"by heamou8801 January 28, 2023",https://www.thingiverse.com/thing:5817336,5817336,https://cdn.thingiverse.com/assets/9a/96/42/f5/29/card_preview_37edd362-526a-4411-a4b5-0d6c27afe34c.png
Supra Mk2 silhouette,adaptle,7,"['Japanese culture', 'Mk2 Supra', 'supra', 'toyota', 'toyota supra']",0,[],0,0,2,"by adaptle February 14, 2023",https://www.thingiverse.com/thing:5854345,5854345,https://cdn.thingiverse.com/assets/e1/21/31/d3/e1/card_preview_cd02f1f2-8677-4172-82c0-6daeaf927980.png
Eiffel Tower Accurate 3D Resin,Simhopp,7,[],0,[],0,0,6,"by Simhopp February 15, 2023",https://www.thingiverse.com/thing:5855849,5855849,https://cdn.thingiverse.com/assets/1e/bf/16/6b/83/card_preview_916d213f-b9c9-4ac6-a0d9-36b858f79e6e.JPG
Remix Revov Tray Desk Organizer,jp2021,7,"['box', 'desk', 'Desk organizer', 'magnetic', 'office', 'organization', 'tray']",0,[],0,0,6,"by jp2021 January 28, 2023",https://www.thingiverse.com/thing:5818599,5818599,https://cdn.thingiverse.com/assets/93/c5/30/32/2b/card_preview_4d067928-556d-4f4a-888d-3c0b05e5cade.jpeg
Simple printer-friendly chess set,samsonume,7,[],0,[],0,0,4,"by samsonume February 11, 2023",https://www.thingiverse.com/thing:5848429,5848429,https://cdn.thingiverse.com/assets/b4/0d/a1/8d/56/card_preview_b1be6e82-1c55-4f8c-a972-8a3b5eec9192.jpg
Monkey King stencil,Longquang,7,"['animal', 'decor', 'Decoration', 'fun', 'king', 'Monkey', 'stencil']",0,[],0,0,6,"by Longquang February 06, 2023",https://www.thingiverse.com/thing:5421112,5421112,https://cdn.thingiverse.com/assets/1f/f5/cd/c5/95/card_preview_4346ffb7-372c-4f0b-89e0-d23bc7681252.jpg
45 Degree Picatinny Angle Grip 2,eddintergral,7,"['airsoft', 'angle', 'firearm', 'grip', 'paintball', 'picatinny']",0,[],0,0,6,"by eddintergral January 24, 2023",https://www.thingiverse.com/thing:5810613,5810613,https://cdn.thingiverse.com/assets/86/34/fd/7a/4b/card_preview_9235bd87-b17c-4520-9d50-bbbdac3c3064.png
MINI WATERFALL FOR SWIMMING POOL,SmartPrintPT,7,"['pool', 'pool waterfall', 'waterfall']",0,[],0,0,2,"by SmartPrintPT February 09, 2023",https://www.thingiverse.com/thing:5844183,5844183,https://cdn.thingiverse.com/assets/63/9d/27/f3/6f/card_preview_99326987-672e-4c51-b3fa-a580f12fc821.jpeg
Setting Test Shape [Cura 5.0 Variable Line Width],UltiMaker_Cura,7,"['Arachne', 'cura', 'test print', 'ultimaker']",0,[],0,0,6,"by UltiMaker_Cura February 09, 2023",https://www.thingiverse.com/thing:5842393,5842393,https://cdn.thingiverse.com/assets/91/89/f8/3c/e4/card_preview_20a1b1e6-a1ea-4da0-bcbe-18f795cfb9b2.png
glen - of the apocolypse,jimjimjimmyjim,7,['glen'],0,[],0,0,6,"by jimjimjimmyjim February 10, 2023",https://www.thingiverse.com/thing:5847574,5847574,https://cdn.thingiverse.com/assets/c5/18/72/94/6b/card_preview_2dfb3823-be2f-4e32-8ddc-c4ee4fa19fa9.png
